idx	deg	nvars	litbits	nmon	coefbits
28345	2	10	24	7	44
28346	2	17	26	17	31
28347	2	20	16	19	22
28348	2	12	16	24	22
28349	2	20	16	19	22
28350	2	26	19	33	25
28351	2	7	24	5	43
28352	2	14	5	17	6
28353	2	2	20	4	25
28354	2	27	6	31	7
28355	2	24	19	33	25
28356	2	41	296	32	312
28357	1	17	6	18	11
28358	2	27	24	19	49
28359	4	30	24	556	73
28360	2	24	6	27	6
28361	2	21	24	21	27
28362	4	7	6	45	13
28363	4	10	296	28	600
28364	2	26	296	20	326
28365	4	8	28	55	69
28366	2	49	24	36	29
28367	1	4	28	4	34
28368	4	5	27	51	41
28369	2	14	24	9	53
28370	2	20	26	27	32
28371	2	25	24	25	43
28372	2	56	24	40	32
28373	2	20	20	20	26
28374	2	19	20	24	26
28375	2	32	24	36	45
28376	2	21	296	16	328
28377	4	19	296	119	591
28378	4	24	293	170	596
28379	2	7	296	6	320
28380	2	15	28	11	55
28381	2	47	24	34	34
28382	4	25	296	189	599
28383	1	22	6	20	6
28384	2	34	23	38	40
28385	2	16	24	11	47
28386	2	37	24	26	46
28387	1	23	6	24	11
28388	2	2	12	5	18
28389	2	13	24	13	48
28390	2	31	24	36	43
28391	2	31	24	33	30
28392	8	47	24	-1	-1
28393	1	4	28	4	34
28394	2	16	6	16	6
28395	2	7	18	6	23
28396	2	29	24	21	45
28397	2	30	24	22	44
28398	2	18	16	24	24
28399	2	20	6	19	6
28400	2	14	6	19	6
28401	4	9	16	78	40
28402	2	23	6	46	10
28403	2	12	26	24	32
28404	2	4	28	8	33
28405	4	13	6	91	12
28406	4	18	6	190	14
28407	2	19	6	16	6
28408	2	5	15	6	35
28409	2	27	28	31	54
28410	2	9	15	6	20
28411	1	26	20	27	26
28412	4	13	6	105	12
28413	2	12	12	16	19
28414	2	27	19	30	25
28415	1	21	6	22	6
28416	8	29	24	-1	-1
28417	4	51	296	818	604
28418	2	4	16	8	22
28419	2	32	27	42	33
28420	2	11	23	7	32
28421	2	17	16	23	21
28422	4	24	24	300	57
28423	4	11	6	265	14
28424	2	22	16	25	22
28425	2	28	28	33	34
28426	1	14	6	14	11
28427	2	6	16	7	21
28428	2	20	6	18	6
28429	2	21	6	22	6
28430	2	8	21	6	37
28431	2	21	24	24	45
28432	2	24	19	30	39
28433	4	17	6	273	14
28434	2	19	27	25	33
28435	1	24	20	24	26
28436	4	7	16	55	42
28437	4	26	23	494	57
28438	2	15	16	20	21
28439	4	10	5	45	11
28440	2	21	15	20	21
28441	2	19	28	19	34
28442	2	34	24	42	26
28443	4	30	6	660	13
28444	2	5	6	6	10
28445	4	54	24	780	59
28446	4	24	20	528	62
28447	2	11	16	23	22
28448	2	33	24	38	29
28449	2	7	12	9	18
28450	4	9	6	54	12
28451	4	18	19	153	31
28452	2	20	24	24	29
28453	2	12	6	78	12
28454	2	18	25	21	31
28455	4	32	6	890	19
28456	2	14	295	10	305
28457	4	49	296	739	602
28458	2	24	24	17	29
28459	1	8	15	8	21
28460	2	31	20	36	26
28461	4	30	24	594	58
28462	2	33	20	41	25
28463	2	57	24	41	44
28464	4	15	23	136	69
28465	2	7	6	15	6
28466	2	39	295	31	327
28467	2	27	6	33	12
28468	2	11	20	9	24
28469	2	30	23	22	49
28470	2	13	295	10	314
28471	2	15	6	15	6
28472	2	22	24	23	45
28473	4	15	295	66	624
28474	4	7	18	36	28
28475	2	28	24	20	48
28476	2	18	28	13	56
28477	2	10	28	21	34
28478	2	7	6	8	6
28479	2	29	24	29	47
28480	2	8	23	5	29
28481	2	11	16	14	21
28482	2	16	6	136	13
28483	2	11	26	15	47
28484	2	20	26	40	33
28485	8	25	6	-1	-1
28486	4	14	6	188	18
28487	2	11	16	22	22
28488	2	34	24	38	48
28489	2	24	24	24	47
28490	1	8	16	8	22
28491	2	22	28	24	34
28492	2	22	24	22	44
28493	2	28	16	31	23
28494	2	22	16	26	22
28495	2	8	25	16	31
28496	2	22	24	26	45
28497	2	28	6	435	12
28498	2	52	24	37	29
28499	4	10	19	201	32
28500	4	26	24	378	79
28501	2	29	24	34	40
28502	4	13	24	105	57
28503	2	27	24	29	35
28504	2	31	16	35	22
28505	1	26	28	26	34
28506	4	54	24	780	76
28507	2	15	28	30	35
28508	2	15	15	16	21
28509	2	6	6	12	7
28510	4	23	6	325	13
28511	2	30	24	31	41
28512	2	28	296	22	316
28513	2	10	21	7	24
28514	2	13	24	10	45
28515	2	9	6	12	6
28516	2	16	24	17	31
28517	2	32	24	23	29
28518	2	24	20	32	27
28519	2	23	15	46	22
28520	2	17	296	12	317
28521	4	7	295	21	614
28522	2	21	16	27	23
28523	2	9	28	10	54
28524	2	27	6	31	6
28525	4	22	15	276	26
28526	1	20	28	21	34
28527	2	19	24	23	27
28528	2	53	24	36	30
28529	2	14	24	14	48
28530	2	45	296	36	301
28531	2	56	24	40	28
28532	2	55	24	40	32
28533	2	35	24	26	43
28534	2	51	24	36	34
28535	2	40	26	28	54
28536	2	9	20	18	26
28537	4	9	6	181	14
28538	2	16	27	17	57
28539	4	42	24	465	58
28540	2	31	27	36	34
28541	2	27	6	406	14
28542	1	10	24	10	43
28543	2	28	24	32	29
28544	2	16	24	17	29
28545	2	18	6	17	10
28546	2	14	19	19	25
28547	2	10	20	7	26
28548	2	24	6	32	9
28549	2	9	5	12	5
28550	2	14	28	9	57
28551	4	21	24	298	57
28552	2	19	24	19	32
28553	2	18	6	19	6
28554	2	19	24	20	43
28555	2	8	16	17	22
28556	2	33	296	25	315
28557	2	20	16	26	21
28558	2	30	296	24	300
28559	4	5	6	61	14
28560	2	14	19	14	24
28561	2	28	24	32	43
28562	2	8	6	36	12
28563	2	25	24	29	29
28564	4	16	6	205	12
28565	2	8	18	16	25
28566	2	36	28	25	55
28567	2	20	24	15	43
28568	2	12	6	23	10
28569	2	20	19	23	25
28570	4	28	27	435	84
28571	1	9	28	9	55
28572	2	29	28	34	34
28573	2	9	296	7	313
28574	1	10	6	10	11
28575	4	34	24	778	57
28576	2	20	20	27	41
28577	4	10	20	103	32
28578	2	26	6	30	8
28579	2	8	28	16	34
28580	2	23	27	29	33
28581	2	46	296	38	316
28582	2	34	24	37	29
28583	2	8	16	17	22
28584	2	20	6	40	10
28585	1	6	24	6	33
28586	2	26	24	19	29
28587	2	26	28	29	35
28588	2	9	28	11	33
28589	4	15	24	55	59
28590	4	48	296	777	619
28591	2	10	22	7	46
28592	2	4	25	9	32
28593	1	22	6	23	8
28594	2	33	24	38	44
28595	2	13	16	18	22
28596	1	12	24	12	29
28597	2	29	24	33	44
28598	4	31	24	664	54
28599	2	34	19	45	25
28600	2	15	19	21	25
28601	2	8	16	10	35
28602	2	12	20	10	25
28603	2	22	17	29	23
28604	2	4	20	5	25
28605	4	24	24	378	57
28606	2	12	6	16	7
28607	2	25	20	34	27
28608	2	16	28	21	48
28609	2	10	6	10	8
28610	2	24	18	28	24
28611	4	31	6	625	13
28612	1	14	16	15	22
28613	2	28	24	20	29
28614	2	56	24	40	48
28615	2	32	27	37	57
28616	2	8	15	17	22
28617	2	50	28	36	57
28618	2	23	23	25	27
28619	2	11	292	9	292
28620	2	19	16	24	22
28621	2	32	24	22	33
28622	2	12	15	13	21
28623	2	12	6	12	10
28624	4	3	6	25	13
28625	2	12	24	13	29
28626	1	12	5	12	11
28627	4	14	15	171	40
28628	4	16	6	3876	28
28629	4	16	6	229	13
28630	2	6	6	12	7
28631	2	32	24	37	44
28632	2	20	28	23	34
28633	2	27	6	31	11
28634	2	13	22	8	46
28635	2	12	27	12	33
28636	2	17	23	12	31
28637	2	14	19	10	39
28638	2	24	6	33	6
28639	1	29	28	30	34
28640	2	18	18	17	24
28641	4	31	6	848	13
28642	2	12	28	16	35
28643	2	20	6	21	9
28644	1	14	6	14	6
28645	2	24	6	33	6
28646	4	30	24	253	50
28647	2	29	27	33	34
28648	2	9	19	19	25
28649	2	48	296	39	304
28650	2	30	6	34	7
28651	2	29	20	34	27
28652	2	7	20	14	26
28653	2	32	296	24	352
28654	4	11	18	66	30
28655	2	28	27	37	33
28656	2	24	296	19	300
28657	2	28	20	32	26
28658	4	19	6	275	12
28659	2	7	15	7	19
28660	2	24	24	26	44
28661	2	40	24	28	42
28662	4	22	6	461	14
28663	2	34	16	43	22
28664	2	12	6	16	9
28665	2	18	5	18	5
28666	2	10	27	20	33
28667	2	11	6	12	6
28668	2	22	6	22	9
28669	2	29	24	20	29
28670	2	27	24	31	43
28671	2	20	28	26	48
28672	2	16	5	17	7
28673	2	17	28	21	34
28674	2	35	24	25	43
28675	2	32	24	34	28
28676	4	18	23	276	64
28677	2	45	24	31	43
28678	4	16	6	136	12
28679	2	34	28	38	56
28680	1	9	17	9	21
28681	2	7	20	6	26
28682	2	10	6	13	10
28683	2	28	24	32	45
28684	1	12	19	12	25
28685	4	7	28	28	39
28686	2	6	28	12	34
28687	2	27	27	32	33
28688	8	10	23	210	89
28689	2	12	14	16	19
28690	2	20	25	24	32
28691	2	12	24	78	80
28692	2	28	6	33	6
28693	2	13	16	17	22
28694	2	15	5	12	5
28695	2	15	5	15	5
28696	2	4	23	8	29
28697	2	12	6	16	9
28698	2	14	26	15	53
28699	2	25	24	18	44
28700	2	20	28	28	33
28701	2	31	26	22	55
28702	2	6	6	13	11
28703	2	31	6	39	12
28704	4	31	24	253	59
28705	2	5	6	11	7
28706	2	28	24	29	49
28707	2	32	6	43	7
28708	1	34	6	35	10
28709	2	9	24	45	70
28710	2	8	23	9	46
28711	2	14	16	11	21
28712	2	19	28	24	34
28713	4	44	24	496	64
28714	2	7	6	9	9
28715	2	11	6	22	11
28716	2	26	16	28	22
28717	2	30	6	33	11
28718	2	11	23	8	42
28719	8	26	24	27405	115
28720	2	35	6	45	7
28721	2	19	27	20	55
28722	4	56	24	820	59
28723	2	18	16	24	37
28724	2	2	6	4	10
28725	2	56	24	40	46
28726	2	55	24	39	29
28727	2	8	18	17	25
28728	2	31	24	22	47
28729	2	25	15	34	21
28730	2	33	296	25	306
28731	2	10	19	20	25
28732	4	14	27	120	84
28733	2	20	15	28	21
28734	2	20	20	23	26
28735	1	8	24	8	30
28736	2	6	28	5	34
28737	2	35	28	26	56
28738	2	28	24	29	29
28739	2	22	24	16	43
28740	4	21	6	403	14
28741	4	23	6	1081	13
28742	1	40	18	40	24
28743	2	23	6	23	7
28744	2	17	24	21	35
28745	4	6	6	28	14
28746	2	12	20	11	25
28747	2	35	24	24	29
28748	4	20	6	402	13
28749	2	2	6	4	7
28750	2	19	26	25	46
28751	2	18	6	17	7
28752	4	29	24	523	60
28753	1	22	6	22	8
28754	4	30	24	231	57
28755	2	29	24	33	49
28756	2	25	24	30	47
28757	2	33	23	35	28
28758	8	12	6	14305	29
28759	4	8	20	15	50
28760	2	20	25	28	31
28761	2	9	28	18	34
28762	2	21	27	22	33
28763	8	7	16	686	84
28764	2	22	20	23	26
28765	1	7	19	7	25
28766	2	16	295	12	328
28767	2	14	294	11	296
28768	2	23	15	24	21
28769	4	15	28	105	41
28770	4	10	22	28	55
28771	2	25	27	33	47
28772	4	22	6	298	13
28773	2	4	28	9	34
28774	2	10	6	21	6
28775	4	22	6	346	18
28776	2	15	24	18	46
28777	2	7	6	14	7
28778	4	32	22	661	43
28779	4	22	27	346	85
28780	2	12	16	12	21
28781	2	25	20	34	26
28782	2	18	17	24	23
28783	2	15	28	11	56
28784	2	8	27	16	33
28785	2	15	26	20	33
28786	2	7	6	8	7
28787	2	23	24	24	31
28788	2	18	5	17	11
28789	2	23	19	27	25
28790	2	47	296	34	315
28791	2	27	28	32	34
28792	2	29	6	35	11
28793	2	30	27	30	56
28794	2	37	24	26	31
28795	4	24	16	528	42
28796	2	32	24	36	35
28797	4	7	5	36	11
28798	2	34	24	38	33
28799	2	28	6	435	12
28800	4	35	24	325	57
28801	4	15	6	78	12
28802	2	37	24	26	31
28803	2	27	24	28	45
28804	2	24	28	33	33
28805	4	31	16	808	27
28806	2	50	24	35	34
28807	4	14	25	66	38
28808	2	10	6	21	10
28809	2	28	296	22	302
28810	2	17	27	13	54
28811	4	11	6	243	14
28812	2	22	27	23	33
28813	4	7	24	210	114
28814	1	6	16	6	21
28815	2	31	28	37	33
28816	2	19	26	26	32
28817	2	15	17	15	23
28818	2	16	24	17	45
28819	2	11	6	78	12
28820	2	24	20	26	25
28821	2	35	6	45	12
28822	2	29	24	30	29
28823	2	2	18	5	24
28824	2	12	6	16	10
28825	2	18	6	22	6
28826	2	24	19	32	25
28827	2	13	25	14	52
28828	1	4	20	4	26
28829	2	18	24	19	34
28830	2	37	296	29	316
28831	4	13	6	119	12
28832	2	24	6	28	6
28833	2	17	27	17	32
28834	1	23	6	24	6
28835	2	12	28	25	35
28836	1	26	18	26	24
28837	2	22	6	28	6
28838	2	29	24	32	49
28839	2	7	16	9	19
28840	2	11	16	14	35
28841	2	56	24	40	30
28842	4	29	28	556	83
28843	2	3	18	7	23
28844	2	22	25	16	54
28845	2	31	15	40	22
28846	4	7	26	44	40
28847	4	10	24	36	71
28848	2	15	6	15	6
28849	4	26	24	190	58
28850	2	20	24	21	29
28851	1	24	16	22	22
28852	2	3	28	6	33
28853	2	29	6	34	6
28854	1	12	6	12	5
28855	2	5	16	10	21
28856	2	4	13	5	24
28857	2	32	296	26	302
28858	2	25	24	18	34
28859	1	9	24	9	28
28860	1	9	24	9	46
28861	4	18	6	190	11
28862	4	11	6	265	14
28863	2	9	15	10	20
28864	2	7	23	5	44
28865	4	7	16	45	40
28866	2	12	20	16	25
28867	2	11	16	14	34
28868	2	36	24	41	29
28869	2	17	20	22	25
28870	1	14	5	14	6
28871	2	11	6	23	7
28872	2	15	6	19	10
28873	2	26	6	34	6
28874	2	10	5	8	5
28875	2	10	23	8	30
28876	4	28	23	210	55
28877	2	34	28	39	56
28878	2	9	6	11	6
28879	2	21	24	15	26
28880	2	17	27	21	51
28881	2	45	25	32	53
28882	4	21	24	231	59
28883	2	19	26	20	52
28884	2	32	24	36	48
28885	2	26	20	29	26
28886	2	12	24	78	72
28887	2	18	26	24	47
28888	2	4	16	5	21
28889	2	32	24	33	30
28890	2	30	26	33	55
28891	2	5	6	11	6
28892	1	22	15	22	21
28893	1	10	24	10	45
28894	2	12	28	24	35
28895	2	18	19	24	25
28896	2	52	24	37	34
28897	4	18	24	190	56
28898	4	16	19	78	48
28899	2	6	27	5	32
28900	2	13	6	13	9
28901	4	33	6	933	13
28902	2	6	5	7	9
28903	2	25	24	25	42
28904	2	22	6	24	10
28905	1	10	5	10	11
28906	2	22	6	25	10
28907	2	20	28	27	33
28908	2	14	6	18	6
28909	2	6	16	13	22
28910	2	4	16	6	20
28911	2	27	24	28	29
28912	2	32	24	35	44
28913	1	6	6	7	6
28914	2	25	296	18	306
28915	2	34	24	39	30
28916	2	10	24	7	30
28917	2	12	6	25	7
28918	4	11	6	243	14
28919	2	37	24	26	45
28920	4	34	24	778	55
28921	4	23	24	346	59
28922	2	35	23	39	29
28923	4	42	24	435	57
28924	1	16	20	14	26
28925	4	19	6	297	13
28926	4	34	24	778	72
28927	2	13	296	10	315
28928	1	6	24	6	47
28929	4	33	6	816	13
28930	2	16	296	12	301
28931	2	8	20	16	25
28932	2	22	6	25	11
28933	2	12	20	11	25
28934	2	18	28	24	49
28935	2	20	24	14	48
28936	4	5	6	27	16
28937	4	39	24	378	58
28938	2	8	23	5	48
28939	1	16	12	16	19
28940	4	5	14	21	38
28941	2	17	6	21	12
28942	4	26	25	434	84
28943	4	12	6	91	12
28944	2	8	6	17	9
28945	2	23	16	29	21
28946	2	13	16	17	36
28947	2	26	6	26	6
28948	2	10	6	13	6
28949	4	14	5	55	12
28950	4	13	24	55	58
28951	2	14	24	17	40
28952	2	24	296	19	314
28953	2	6	6	21	18
28954	8	11	5	715	25
28955	4	8	6	145	19
28956	2	26	28	19	56
28957	2	37	296	28	299
28958	2	22	16	30	34
28959	2	8	6	17	7
28960	2	14	19	14	24
28961	2	53	24	37	48
28962	2	12	16	15	21
28963	2	27	24	30	42
28964	2	25	15	26	22
28965	2	23	6	26	12
28966	4	24	28	401	88
28967	2	11	24	10	34
28968	2	28	6	31	6
28969	4	22	6	253	13
28970	4	18	16	300	43
28971	4	34	24	700	57
28972	2	6	28	13	34
28973	2	27	24	31	26
28974	2	19	27	26	32
28975	1	11	20	12	25
28976	4	38	24	378	58
28977	2	23	16	30	35
28978	2	21	24	15	32
28979	2	30	24	22	49
28980	4	12	6	266	19
28981	4	22	24	253	75
28982	4	11	27	66	36
28983	2	13	28	17	34
28984	2	7	20	15	26
28985	2	43	24	31	34
28986	2	30	27	34	33
28987	2	24	28	28	57
28988	2	22	296	17	303
28989	1	16	19	16	24
28990	2	32	24	42	30
28991	1	20	20	20	26
28992	4	18	24	228	56
28993	4	37	296	433	602
28994	2	27	24	28	30
28995	8	29	296	12650	1204
28996	4	15	27	169	40
28997	2	4	16	8	22
28998	2	36	24	25	48
28999	2	11	296	9	308
29000	2	29	14	39	20
29001	2	18	24	18	30
29002	2	14	16	19	22
29003	4	5	6	61	14
29004	2	22	6	253	13
29005	2	12	24	13	42
29006	4	3	6	25	12
29007	2	42	24	29	29
29008	4	30	6	590	13
29009	4	24	16	528	42
29010	4	10	5	88	11
29011	2	27	28	30	56
29012	4	16	15	528	28
29013	4	21	24	231	56
29014	2	22	24	25	48
29015	2	34	13	44	20
29016	2	12	20	24	27
29017	2	34	23	24	33
29018	4	5	6	51	19
29019	2	23	20	28	26
29020	2	8	28	6	56
29021	2	4	6	8	11
29022	2	12	6	24	7
29023	2	36	24	41	46
29024	4	18	16	300	39
29025	4	22	24	346	56
29026	4	16	20	136	31
29027	4	16	16	210	55
29028	2	21	24	24	43
29029	4	8	15	66	37
29030	2	21	24	22	44
29031	2	9	24	10	43
29032	8	32	24	14950	118
29033	2	25	16	33	25
29034	2	21	16	42	23
29035	4	33	24	739	57
29036	4	14	10	105	22
29037	2	21	16	27	25
29038	2	19	28	23	54
29039	4	19	6	271	13
29040	2	25	24	26	48
29041	2	22	24	26	27
29042	2	26	24	19	35
29043	2	32	28	43	34
29044	2	13	293	9	324
29045	4	8	6	145	14
29046	2	14	20	17	26
29047	2	24	24	23	45
29048	2	22	28	23	34
29049	1	16	15	14	21
29050	2	22	24	23	33
29051	2	34	24	39	46
29052	2	25	24	27	32
29053	2	4	6	8	12
29054	1	12	15	12	20
29055	2	7	20	15	25
29056	2	12	20	16	39
29057	8	48	24	-1	-1
29058	2	8	6	9	6
29059	1	22	16	22	22
29060	4	6	6	73	13
29061	1	6	27	4	32
29062	2	8	20	9	25
29063	1	16	25	16	31
29064	2	18	296	12	322
29065	2	16	24	16	45
29066	4	17	20	229	32
29067	2	38	296	31	314
29068	2	14	20	18	26
29069	1	26	6	26	11
29070	2	12	294	9	315
29071	2	18	23	21	38
29072	2	27	24	31	48
29073	2	14	6	18	12
29074	2	11	24	10	29
29075	2	18	24	12	48
29076	2	31	28	22	57
29077	4	17	6	273	17
29078	2	7	24	28	57
29079	4	23	24	136	58
29080	2	11	22	11	27
29081	2	16	6	16	6
29082	2	7	16	7	22
29083	2	9	6	18	6
29084	2	11	24	8	32
29085	2	5	28	7	33
29086	2	4	18	9	23
29087	2	14	6	105	14
29088	2	25	6	31	6
29089	2	27	6	33	6
29090	2	28	6	32	7
29091	2	24	296	18	318
29092	1	6	24	6	41
29093	2	25	24	27	44
29094	2	9	24	19	30
29095	2	9	15	18	21
29096	4	12	20	135	33
29097	2	28	6	33	12
29098	2	23	24	27	29
29099	2	44	24	32	32
29100	2	11	21	9	45
29101	2	22	23	26	27
29102	2	21	24	22	29
29103	2	13	27	13	55
29104	8	24	6	-1	-1
29105	2	6	6	7	10
29106	2	7	10	8	15
29107	4	33	296	324	617
29108	2	8	5	10	10
29109	2	23	20	46	27
29110	2	22	295	17	312
29111	2	12	27	12	32
29112	2	13	24	14	31
29113	2	29	27	34	33
29114	2	28	24	32	47
29115	2	22	19	29	40
29116	2	9	16	11	24
29117	2	17	28	12	57
29118	4	18	20	253	61
29119	4	13	26	314	39
29120	2	8	24	9	27
29121	2	15	6	20	10
29122	2	42	24	30	34
29123	4	18	6	190	13
29124	2	11	24	12	40
29125	2	35	28	25	56
29126	2	28	6	38	6
29127	2	23	25	30	46
29128	2	27	6	35	11
29129	4	35	23	899	64
29130	2	13	6	17	7
29131	2	8	16	11	25
29132	2	20	24	22	52
29133	2	11	20	14	40
29134	2	19	6	23	7
29135	2	19	296	15	316
29136	2	9	6	9	11
29137	2	31	6	38	9
29138	2	4	26	5	31
29139	4	19	24	91	56
29140	2	18	6	16	6
29141	2	31	24	33	42
29142	4	21	23	105	57
29143	4	15	6	208	12
29144	2	32	296	25	321
29145	2	15	28	16	56
29146	4	11	16	243	29
29147	2	20	16	27	25
29148	2	8	6	10	11
29149	2	23	6	25	6
29150	2	26	24	19	46
29151	2	23	18	24	24
29152	4	15	24	136	55
29153	2	8	5	10	9
29154	2	18	12	171	26
29155	2	32	24	32	29
29156	2	16	27	16	32
29157	4	12	6	134	14
29158	4	18	6	251	13
29159	2	22	6	29	7
29160	4	10	6	221	14
29161	4	5	6	21	12
29162	2	49	24	36	34
29163	4	10	6	90	14
29164	8	11	6	11969	29
29165	2	35	27	25	54
29166	2	31	19	36	25
29167	2	33	24	35	35
29168	2	6	16	12	22
29169	2	15	16	20	25
29170	2	12	16	16	22
29171	2	18	28	22	33
29172	2	15	6	16	6
29173	2	26	24	31	45
29174	4	22	24	120	51
29175	2	25	15	30	21
29176	4	12	16	105	41
29177	2	16	16	13	21
29178	2	30	20	37	26
29179	2	30	28	38	34
29180	2	33	28	23	57
29181	2	56	24	40	44
29182	4	12	28	117	41
29183	4	10	24	66	55
29184	2	16	24	17	29
29185	2	17	16	23	21
29186	2	30	27	34	33
29187	1	22	27	22	33
29188	4	3	16	10	39
29189	4	15	20	120	31
29190	2	42	24	30	45
29191	2	16	28	17	57
29192	2	21	296	16	321
29193	2	45	296	36	305
29194	2	8	17	11	38
29195	2	25	24	26	27
29196	2	19	16	26	36
29197	2	7	14	7	19
29198	2	25	6	29	6
29199	4	20	28	295	86
29200	2	8	26	17	32
29201	4	20	6	210	16
29202	4	28	25	462	82
29203	4	35	24	325	58
29204	2	27	23	19	42
29205	4	31	295	299	599
29206	4	53	24	741	59
29207	4	22	6	350	13
29208	2	25	16	30	22
29209	4	12	16	136	42
29210	2	23	12	31	19
29211	4	37	296	405	603
29212	4	22	16	461	29
29213	2	17	296	12	314
29214	2	34	20	43	26
29215	2	7	16	9	20
29216	2	25	28	25	56
29217	2	5	16	11	22
29218	2	20	6	231	17
29219	2	14	17	19	38
29220	4	5	5	61	11
29221	2	24	28	27	54
29222	2	18	23	12	30
29223	4	15	6	228	12
29224	1	24	6	24	6
29225	4	45	26	528	83
29226	1	20	6	20	10
29227	2	2	28	4	32
29228	1	24	6	24	6
29229	4	19	16	325	42
29230	2	27	24	29	48
29231	2	7	24	5	24
29232	2	15	24	16	28
29233	2	8	27	17	33
29234	1	10	24	10	28
29235	2	15	20	20	25
29236	2	43	24	30	29
29237	2	22	28	22	34
29238	2	9	6	12	11
29239	4	22	23	346	53
29240	1	6	6	6	6
29241	4	5	6	51	13
29242	2	8	27	16	33
29243	2	7	15	10	34
29244	2	9	28	9	33
29245	4	33	296	376	621
29246	2	11	15	11	20
29247	4	20	6	276	13
29248	2	19	18	25	38
29249	2	24	24	25	28
29250	2	8	16	17	22
29251	2	18	24	19	44
29252	2	13	24	10	48
29253	4	7	5	36	11
29254	2	29	28	39	33
29255	2	18	6	15	11
29256	2	12	27	16	33
29257	4	23	28	276	41
29258	2	29	6	34	7
29259	2	17	23	17	26
29260	2	12	24	78	59
29261	8	22	16	35386	86
29262	2	27	24	28	45
29263	2	32	24	37	48
29264	4	7	6	113	14
29265	4	9	6	54	11
29266	2	15	24	19	42
29267	4	10	16	90	27
29268	2	13	27	10	32
29269	2	20	6	27	11
29270	2	19	16	25	21
29271	2	18	16	22	22
29272	2	20	24	14	44
29273	4	18	28	91	78
29274	2	13	6	12	7
29275	2	12	6	16	7
29276	2	12	24	78	59
29277	4	34	24	778	58
29278	2	27	24	31	24
29279	4	22	23	323	51
29280	2	24	6	300	12
29281	2	6	28	13	34
29282	2	29	27	20	55
29283	2	17	6	14	6
29284	4	10	6	221	14
29285	2	54	24	39	48
29286	2	28	6	36	7
29287	4	14	6	91	13
29288	2	14	6	18	6
29289	2	33	16	41	23
29290	2	5	28	6	48
29291	2	3	6	7	6
29292	2	5	5	9	6
29293	2	19	6	25	11
29294	4	29	23	231	58
29295	2	13	28	25	34
29296	2	18	24	13	30
29297	2	21	24	21	44
29298	4	15	26	136	84
29299	2	21	18	28	24
29300	2	7	26	15	33
29301	1	11	24	11	28
29302	2	19	6	22	10
29303	2	23	19	27	25
29304	2	29	24	32	31
29305	2	35	24	26	39
29306	4	7	6	99	14
29307	1	6	24	6	45
29308	2	17	24	13	34
29309	2	12	6	24	11
29310	2	16	24	12	29
29311	2	8	6	17	8
29312	2	8	20	36	32
29313	2	28	27	34	33
29314	2	29	11	34	18
29315	2	8	5	6	5
29316	8	12	6	1365	26
29317	2	26	6	30	7
29318	2	10	28	13	34
29319	2	29	24	33	32
29320	2	11	24	10	35
29321	4	55	24	780	75
29322	2	46	24	33	29
29323	1	6	23	6	26
29324	2	42	24	30	48
29325	1	4	5	4	4
29326	2	32	24	33	32
29327	4	15	6	465	13
29328	2	3	23	7	29
29329	2	10	26	55	84
29330	2	25	6	30	9
29331	2	30	14	38	20
29332	4	25	6	489	13
29333	2	27	14	31	20
29334	2	12	16	16	21
29335	2	25	15	29	22
29336	4	52	24	703	58
29337	4	22	6	12650	29
29338	2	33	28	24	57
29339	2	22	6	30	6
29340	1	5	6	6	6
29341	2	21	6	25	6
29342	4	46	24	528	59
29343	4	15	24	136	55
29344	2	7	28	9	44
29345	2	15	24	18	29
29346	2	15	24	19	24
29347	2	10	6	21	11
29348	2	33	25	38	54
29349	2	9	24	6	45
29350	2	8	5	5	7
29351	2	31	6	40	11
29352	4	18	6	171	12
29353	2	17	16	23	36
29354	2	48	296	38	301
29355	8	52	24	-1	-1
29356	2	26	6	35	7
29357	4	22	6	325	12
29358	2	16	16	21	22
29359	2	17	24	18	33
29360	2	9	28	12	34
29361	2	10	6	20	10
29362	2	8	295	6	315
29363	4	25	6	591	13
29364	2	28	28	30	55
29365	2	11	6	22	11
29366	2	7	24	28	57
29367	2	15	6	30	9
29368	2	27	18	35	24
29369	8	22	6	17479	26
29370	2	15	18	20	24
29371	2	7	28	14	34
29372	4	22	16	435	43
29373	2	8	27	16	33
29374	4	7	24	15	54
29375	4	38	24	378	58
29376	2	18	19	18	25
29377	4	15	16	210	43
29378	2	11	6	23	6
29379	2	10	20	13	26
29380	2	5	16	11	22
29381	2	24	6	24	11
29382	4	19	16	271	29
29383	2	27	25	35	31
29384	4	22	6	323	11
29385	4	23	6	299	14
29386	2	14	16	18	21
29387	2	20	28	21	55
29388	4	16	24	66	57
29389	2	9	25	11	31
29390	4	29	27	623	39
29391	4	5	6	27	12
29392	2	20	16	28	21
29393	2	22	23	16	25
29394	2	8	16	10	24
29395	2	22	15	30	21
29396	2	24	24	28	47
29397	1	14	6	14	11
29398	2	4	6	8	7
29399	2	11	27	14	33
29400	4	8	20	63	32
29401	2	4	5	10	11
29402	2	5	20	10	27
29403	4	33	15	893	28
29404	2	10	23	8	43
29405	1	4	28	4	33
29406	2	49	24	35	53
29407	4	21	18	324	30
29408	2	18	296	13	297
29409	2	3	16	4	35
29410	2	32	296	26	326
29411	1	5	20	6	25
29412	2	24	6	300	14
29413	2	18	6	15	7
29414	1	4	15	4	20
29415	8	32	24	-1	-1
29416	4	22	15	346	28
29417	4	32	6	776	13
