idx	deg	nvars	litbits	nmon	coefbits
4297	2	27	24	31	45
4298	2	32	6	42	11
4299	2	35	24	25	45
4300	2	54	24	39	32
4301	2	26	25	18	52
4302	2	15	20	17	26
4303	4	16	27	205	41
4304	2	14	24	10	28
4305	1	16	6	16	7
4306	2	28	6	30	7
4307	2	16	15	17	20
4308	2	15	21	11	34
4309	4	4	16	33	30
4310	4	20	28	402	41
4311	2	16	24	17	25
4312	1	4	22	4	28
4313	4	22	27	136	83
4314	2	51	24	36	43
4315	4	26	24	190	64
4316	4	19	27	271	40
4317	2	33	20	44	25
4318	2	21	23	14	47
4319	2	18	24	13	44
4320	2	20	16	26	21
4321	2	20	26	27	31
4322	2	16	28	15	58
4323	2	8	28	5	56
4324	2	17	24	18	32
4325	4	9	5	36	11
4326	2	8	19	16	25
4327	2	25	24	29	31
4328	2	12	16	15	23
4329	2	22	24	22	52
4330	2	32	6	37	6
4331	4	42	24	496	57
4332	4	30	23	593	53
4333	4	2	5	10	11
4334	4	16	296	91	595
4335	2	15	293	11	309
4336	4	19	6	297	13
4337	2	14	6	18	10
4338	2	25	20	29	26
4339	2	45	25	33	54
4340	1	22	16	22	22
4341	2	53	24	38	29
4342	2	54	24	38	49
4343	2	8	16	16	22
4344	2	23	18	27	24
4345	4	11	6	265	14
4346	1	14	6	14	7
4347	4	18	6	298	13
4348	2	11	23	8	24
4349	2	12	6	24	10
4350	2	18	14	22	20
4351	2	50	24	36	27
4352	2	4	28	5	33
4353	2	35	24	25	48
4354	2	16	27	20	48
4355	2	17	12	18	18
4356	2	37	296	29	299
4357	2	16	28	19	33
4358	4	23	24	276	54
4359	2	8	27	10	33
4360	4	30	24	559	57
4361	4	7	6	28	12
4362	2	15	15	15	21
4363	1	5	19	5	24
4364	2	20	28	27	34
4365	1	14	20	14	26
4366	2	20	6	26	6
4367	2	27	28	19	56
4368	2	22	24	15	49
4369	2	10	6	21	7
4370	4	40	296	494	602
4371	2	4	19	8	25
4372	2	11	6	23	12
4373	4	17	6	273	12
4374	4	13	24	105	54
4375	4	10	14	90	38
4376	2	6	6	13	9
4377	4	4	6	41	12
4378	2	23	28	26	34
4379	2	32	24	23	41
4380	1	42	6	42	9
4381	2	9	28	8	33
4382	2	21	16	22	22
4383	2	9	28	18	34
4384	4	24	24	325	65
4385	2	24	16	32	22
4386	2	30	6	38	10
4387	2	19	6	26	7
4388	2	22	24	25	34
4389	2	11	6	11	9
4390	2	19	20	20	25
4391	2	15	21	16	40
4392	2	27	24	19	42
4393	4	27	24	491	57
4394	2	25	24	29	31
4395	2	31	24	35	33
4396	2	54	24	39	44
4397	4	8	16	36	27
4398	2	14	6	19	8
4399	2	10	293	7	313
4400	2	3	19	6	25
4401	2	16	26	20	47
4402	2	22	6	253	14
4403	2	22	28	25	33
4404	2	6	13	13	18
4405	2	19	6	24	10
4406	2	33	24	35	33
4407	4	9	6	86	14
4408	4	24	6	492	14
4409	4	45	24	528	59
4410	2	9	26	11	47
4411	2	48	24	34	48
4412	4	20	6	295	14
4413	8	5	5	501	26
4414	2	23	5	27	11
4415	4	34	24	778	77
4416	2	13	24	9	39
4417	2	30	16	33	22
4418	4	9	6	163	12
4419	2	23	24	27	32
4420	2	33	24	36	45
4421	2	8	6	15	6
4422	2	12	6	78	16
4423	2	25	296	19	307
4424	2	10	15	21	22
4425	2	18	6	15	6
4426	2	9	5	8	8
4427	2	3	27	6	33
4428	2	19	6	26	6
4429	1	12	15	12	21
4430	2	15	5	15	10
4431	2	9	27	11	33
4432	2	18	16	18	21
4433	2	9	16	11	22
4434	2	6	14	12	21
4435	4	25	24	430	56
4436	2	5	20	6	25
4437	2	18	16	24	37
4438	4	17	6	251	13
4439	2	16	19	32	25
4440	2	23	24	27	47
4441	2	29	24	33	46
4442	2	17	24	17	39
4443	2	19	16	26	26
4444	2	17	28	20	56
4445	2	8	23	6	23
4446	2	3	6	7	9
4447	2	31	17	36	23
4448	2	12	6	12	7
4449	2	4	6	8	9
4450	4	34	24	778	59
4451	2	13	24	13	34
4452	1	24	28	24	34
4453	4	2	6	6	16
4454	2	32	15	42	20
4455	1	12	16	12	22
4456	2	33	24	35	45
4457	2	20	13	27	20
4458	4	3	5	15	12
4459	2	18	6	15	6
4460	4	20	16	351	59
4461	2	50	24	36	33
4462	2	19	27	38	34
4463	1	20	15	20	20
4464	8	10	6	1925	27
4465	2	7	20	10	41
4466	2	28	6	31	6
4467	2	18	16	24	35
4468	2	10	24	55	60
4469	2	7	16	10	27
4470	2	20	19	23	24
4471	2	14	24	13	29
4472	2	19	296	15	318
4473	2	18	24	13	45
4474	2	8	20	8	26
4475	4	5	6	61	13
4476	2	11	6	22	7
4477	2	7	19	9	24
4478	2	16	28	16	57
4479	2	12	6	14	9
4480	2	14	24	15	33
4481	2	24	28	28	56
4482	2	31	24	33	46
4483	2	2	15	5	20
4484	1	10	6	11	6
4485	1	11	6	12	6
4486	2	21	27	24	32
4487	2	19	14	26	20
4488	2	9	6	8	9
4489	2	42	24	30	29
4490	2	14	296	10	301
4491	2	32	24	36	30
4492	4	27	20	491	34
4493	4	25	24	375	60
4494	8	12	6	3276	26
4495	2	11	13	12	19
4496	2	43	296	33	317
4497	2	7	16	8	22
4498	2	15	24	16	30
4499	2	33	27	37	56
4500	2	17	28	11	54
4501	2	29	6	32	6
4502	2	15	6	16	8
4503	2	12	19	12	24
4504	4	14	6	188	13
4505	2	3	6	6	12
4506	2	19	24	19	29
4507	1	29	6	30	10
4508	4	37	24	325	57
4509	2	20	6	23	7
4510	2	25	20	33	41
4511	2	9	26	9	31
4512	4	16	20	229	32
4513	1	8	20	8	26
4514	4	27	26	526	83
4515	2	27	15	29	20
4516	2	54	24	39	48
4517	2	10	20	13	25
4518	2	23	27	31	48
4519	4	22	16	462	29
4520	8	22	24	19826	111
4521	4	10	15	103	28
4522	4	29	6	588	13
4523	4	10	27	45	37
4524	2	10	6	20	7
4525	2	25	24	18	32
4526	2	16	23	12	28
4527	2	27	28	19	54
4528	2	13	27	10	33
4529	4	10	5	28	11
4530	2	31	17	40	22
4531	2	12	6	25	7
4532	2	7	20	14	25
4533	2	22	26	22	55
4534	2	22	28	29	48
4535	2	11	16	23	23
4536	1	10	6	10	12
4537	2	24	6	300	13
4538	2	24	6	28	11
4539	4	32	24	701	57
4540	2	15	24	11	29
4541	2	31	24	35	45
4542	2	8	20	8	25
4543	2	22	24	26	45
4544	2	35	20	45	26
4545	4	6	6	73	13
4546	2	30	16	40	22
4547	4	19	6	136	13
4548	2	26	24	30	27
4549	2	8	14	16	21
4550	4	25	19	591	32
4551	2	11	13	23	20
4552	2	21	24	14	30
4553	2	25	19	29	24
4554	2	13	16	26	22
4555	4	26	6	23751	28
4556	2	24	24	27	31
4557	2	7	16	9	22
4558	2	19	6	18	6
4559	4	16	24	170	73
4560	4	7	24	210	115
4561	1	8	28	8	32
4562	2	38	28	27	55
4563	2	20	6	210	12
4564	2	6	6	12	6
4565	2	18	296	14	329
4566	2	34	24	38	27
4567	4	20	24	105	57
4568	4	7	5	28	10
4569	2	23	6	46	12
4570	8	24	6	-1	-1
4571	2	40	24	28	29
4572	1	35	28	35	34
4573	2	24	28	17	54
4574	4	8	5	55	11
4575	2	24	6	32	7
4576	4	13	23	133	46
4577	2	15	27	14	32
4578	2	39	28	28	57
4579	2	25	24	25	50
4580	4	17	24	153	58
4581	2	23	24	16	46
4582	4	20	24	210	57
4583	2	6	28	13	33
4584	2	18	6	24	6
4585	2	29	24	21	46
4586	2	21	24	15	27
4587	1	7	24	7	28
4588	4	5	5	27	10
4589	1	9	5	9	5
4590	2	56	24	39	47
4591	2	24	26	27	31
4592	4	8	5	136	13
4593	2	32	24	36	32
4594	4	23	24	373	59
4595	1	16	28	16	34
4596	2	24	16	24	21
4597	2	4	6	5	9
4598	2	28	24	32	46
4599	1	25	20	26	26
4600	2	13	19	10	24
4601	2	14	19	18	25
4602	2	5	28	7	33
4603	4	8	5	54	12
4604	2	28	27	33	33
4605	2	23	28	23	57
4606	2	25	24	18	43
4607	1	8	16	8	21
4608	2	31	24	32	41
4609	2	11	28	22	34
4610	2	20	6	210	13
4611	2	4	6	9	12
4612	2	49	24	34	49
4613	2	14	25	11	29
4614	1	30	15	31	21
4615	2	29	295	22	305
4616	2	24	23	28	32
4617	2	2	5	4	10
4618	2	15	20	20	42
4619	2	35	296	29	327
4620	2	29	26	34	54
4621	2	11	27	10	55
4622	2	29	24	33	47
4623	2	14	20	16	25
4624	2	30	27	21	55
4625	2	22	6	253	13
4626	2	10	12	12	18
4627	2	35	6	45	12
4628	4	9	5	65	11
4629	1	28	20	29	26
4630	2	17	24	17	47
4631	2	29	24	30	45
4632	2	17	19	22	25
4633	8	24	6	-1	-1
4634	2	24	28	31	33
4635	2	14	5	13	6
4636	4	15	6	465	14
4637	4	37	24	351	56
4638	2	14	6	18	7
4639	4	16	5	91	11
4640	2	33	24	35	49
4641	2	32	24	22	49
4642	2	25	16	34	22
4643	4	27	23	190	58
4644	8	42	296	-1	-1
4645	4	11	6	104	13
4646	2	10	20	8	42
4647	2	40	24	28	31
4648	2	19	6	22	7
4649	4	32	24	276	71
4650	2	5	6	7	6
4651	2	16	293	12	321
4652	2	22	16	24	22
4653	2	57	28	41	57
4654	2	8	16	17	22
4655	4	53	24	703	57
4656	2	3	6	5	11
4657	2	49	24	35	45
4658	4	23	24	276	57
4659	2	17	6	14	7
4660	2	26	296	21	318
4661	2	12	18	25	24
4662	4	9	4	21	9
4663	1	6	5	6	5
4664	4	31	23	664	52
4665	2	28	26	20	53
4666	2	23	16	31	21
4667	2	12	15	15	22
4668	2	22	6	44	7
4669	2	48	296	39	300
4670	2	19	6	26	8
4671	2	15	16	19	26
4672	2	18	6	24	7
4673	2	21	26	21	54
4674	2	8	296	6	306
4675	2	13	17	105	28
4676	2	10	16	20	23
4677	2	29	24	30	44
4678	2	17	26	21	31
4679	4	27	24	491	62
4680	2	11	28	23	34
4681	2	29	23	21	42
4682	2	8	5	10	5
4683	1	14	16	15	22
4684	2	27	20	30	26
4685	4	10	6	100	12
4686	2	22	6	28	11
4687	2	7	23	6	23
4688	2	19	6	18	11
4689	1	22	20	23	26
4690	2	16	18	19	23
4691	2	17	6	23	7
4692	2	25	24	26	49
4693	2	28	20	31	26
4694	2	33	24	35	45
4695	2	28	14	32	20
4696	2	20	27	19	33
4697	2	11	6	14	6
4698	2	30	24	35	45
4699	4	10	6	90	12
4700	2	7	16	9	27
4701	2	13	28	8	57
4702	4	5	6	51	12
4703	2	20	5	21	6
4704	2	18	6	20	6
4705	8	27	24	-1	-1
4706	1	22	20	23	25
4707	2	24	12	26	19
4708	2	34	15	39	22
4709	4	9	5	36	10
4710	2	23	27	16	56
4711	2	40	24	28	29
4712	2	18	21	13	39
4713	2	10	24	55	73
4714	2	23	296	18	328
4715	4	24	296	189	598
4716	2	14	28	14	54
4717	2	16	6	136	14
4718	2	21	28	28	48
4719	4	10	6	221	14
4720	2	18	24	17	44
4721	2	13	16	17	21
4722	1	5	24	6	28
4723	2	5	20	11	27
4724	2	4	6	10	10
4725	2	24	6	27	7
4726	2	32	20	39	26
4727	2	8	293	6	298
4728	2	19	16	26	32
4729	2	16	24	17	31
4730	2	34	27	38	54
4731	2	11	19	22	25
4732	4	21	6	403	13
4733	2	22	6	22	11
4734	4	5	16	28	41
4735	1	12	28	12	34
4736	2	20	16	27	22
4737	1	14	6	14	6
4738	2	15	24	17	32
4739	2	45	28	32	56
4740	4	17	23	91	73
4741	2	3	16	6	21
4742	1	4	28	4	34
4743	4	14	6	151	13
4744	2	24	16	27	21
4745	4	10	20	28	41
4746	2	12	6	24	9
4747	2	5	28	10	34
4748	2	32	24	22	47
4749	4	10	16	105	55
4750	4	29	24	465	56
4751	4	8	6	36	11
4752	2	21	6	26	9
4753	2	12	20	8	25
4754	1	20	6	20	12
4755	1	12	18	10	23
4756	4	27	6	654	13
4757	2	34	24	39	29
4758	4	2	18	13	29
4759	2	44	27	32	55
4760	2	8	24	36	61
4761	2	18	13	17	20
4762	2	5	15	7	20
4763	2	7	13	14	20
4764	2	18	6	25	10
4765	4	9	6	77	13
4766	4	5	16	21	40
4767	2	34	24	38	33
4768	2	11	17	14	37
4769	2	23	23	24	47
4770	8	8	6	2945	27
4771	2	14	295	11	309
4772	2	27	24	31	32
4773	2	14	16	18	21
4774	2	25	27	29	56
4775	2	10	20	8	23
4776	2	49	296	40	301
4777	2	13	16	17	20
4778	2	22	24	22	32
4779	2	27	15	32	21
4780	4	46	296	738	600
4781	2	16	24	12	28
4782	2	17	24	17	29
4783	2	27	15	32	21
4784	2	7	19	9	40
4785	4	28	24	210	55
4786	4	19	20	325	60
4787	2	12	28	8	55
4788	2	4	6	10	12
4789	4	21	6	324	12
4790	2	45	24	32	30
4791	2	35	24	25	49
4792	4	14	296	66	615
4793	2	5	13	10	18
4794	2	26	28	29	57
4795	2	17	28	20	34
4796	2	11	16	14	21
4797	4	2	5	13	10
4798	2	49	24	35	41
4799	4	31	24	625	59
4800	2	39	295	31	300
4801	2	12	20	25	25
4802	1	9	24	9	48
4803	4	6	6	73	13
4804	2	22	6	30	9
4805	2	32	24	37	45
4806	2	16	24	11	33
4807	1	14	6	14	5
4808	1	38	18	38	24
4809	4	26	24	190	57
4810	2	16	19	16	25
4811	4	50	24	666	59
4812	2	22	23	26	31
4813	2	8	295	6	315
4814	2	19	16	25	22
4815	2	40	24	29	28
4816	4	29	6	623	13
4817	2	20	6	23	7
4818	4	21	24	105	58
4819	2	41	24	29	29
4820	2	19	16	26	36
4821	2	10	15	21	21
4822	2	10	15	14	22
4823	2	10	15	13	20
4824	2	9	296	7	319
4825	2	2	28	4	32
4826	2	30	296	25	321
4827	2	14	26	18	47
4828	4	42	296	526	602
4829	1	20	20	20	26
4830	4	8	23	45	45
4831	4	13	24	105	55
4832	2	12	6	16	10
4833	4	13	296	55	602
4834	4	31	16	664	29
4835	2	27	16	32	22
4836	2	27	20	29	26
4837	2	2	28	5	33
4838	2	13	19	17	25
4839	4	49	24	595	58
4840	2	10	6	13	10
4841	1	15	6	16	6
4842	2	15	5	16	6
4843	2	9	6	18	11
4844	2	6	19	12	25
4845	2	8	296	6	312
4846	2	18	23	13	46
4847	1	19	6	20	11
4848	2	12	19	25	25
4849	2	15	6	12	11
4850	2	11	25	10	53
4851	2	10	20	21	26
4852	4	21	16	378	42
4853	4	11	6	243	14
4854	2	11	5	23	7
4855	2	2	28	5	34
4856	8	11	6	10165	30
4857	4	7	16	45	39
4858	4	25	6	23751	26
4859	4	33	24	698	74
4860	2	24	24	26	44
4861	2	25	6	29	6
4862	2	17	27	22	48
4863	2	11	20	14	26
4864	4	2	5	13	10
4865	2	8	27	16	32
4866	2	23	16	30	36
4867	4	23	6	324	13
4868	1	10	6	11	7
4869	4	26	6	405	12
4870	2	10	18	14	24
4871	2	5	15	7	19
4872	4	30	24	590	48
4873	2	21	15	20	21
4874	2	2	6	4	6
4875	2	32	6	42	7
4876	4	38	24	378	57
4877	2	9	23	6	25
4878	2	12	6	24	11
4879	2	25	16	33	23
4880	2	56	24	40	48
4881	2	20	28	28	34
4882	2	8	16	10	33
4883	2	34	24	24	32
4884	8	27	6	-1	-1
4885	2	21	27	22	55
4886	4	16	24	78	56
4887	4	18	28	298	41
4888	2	42	24	31	30
4889	2	35	24	37	47
4890	2	14	6	11	11
4891	2	16	27	11	56
4892	2	45	24	33	34
4893	4	32	24	561	58
4894	2	12	15	13	20
4895	4	21	28	403	40
4896	2	23	6	27	10
4897	2	22	27	16	53
4898	4	32	28	661	84
4899	4	24	24	300	61
4900	4	16	6	528	14
4901	4	32	25	276	83
4902	2	36	24	40	33
4903	2	28	24	20	44
4904	2	35	22	41	39
4905	2	12	28	8	53
4906	4	33	24	300	55
4907	2	27	27	29	57
4908	2	8	20	8	25
4909	2	25	6	34	6
4910	4	19	16	351	47
4911	8	25	296	8645	1199
4912	2	13	24	15	29
4913	2	26	6	31	10
4914	1	20	6	20	6
4915	2	35	24	25	48
4916	2	22	26	22	54
4917	1	20	27	20	33
4918	1	22	19	22	25
4919	2	10	18	13	24
4920	4	11	5	104	12
4921	4	3	28	25	39
4922	4	50	24	630	78
4923	2	9	5	9	7
4924	2	4	15	5	28
4925	4	16	6	91	12
4926	2	8	16	9	22
4927	4	30	6	628	13
4928	2	24	296	19	304
4929	2	24	296	19	315
4930	2	40	24	28	48
4931	2	42	24	30	28
4932	2	41	296	33	304
4933	2	20	23	21	42
4934	2	15	27	12	33
4935	2	13	14	18	19
4936	2	15	24	16	47
4937	2	28	24	29	30
4938	2	15	22	10	26
4939	2	25	20	34	26
4940	2	12	294	9	326
4941	2	30	24	34	47
4942	4	28	16	523	28
4943	2	16	6	136	14
4944	2	46	296	36	326
4945	2	19	20	18	25
4946	2	34	6	44	6
4947	2	14	16	11	21
4948	2	13	24	9	30
4949	4	17	24	226	51
4950	4	22	24	346	57
4951	2	14	20	11	26
4952	2	10	6	20	11
4953	2	11	6	23	7
4954	2	24	24	18	27
4955	1	12	5	13	11
4956	4	4	6	41	14
4957	2	28	24	29	34
4958	2	15	23	11	47
4959	4	16	6	136	12
4960	2	22	27	26	52
4961	2	13	6	26	7
4962	2	42	296	33	328
4963	2	4	6	8	9
4964	4	13	6	91	13
4965	2	21	20	25	25
4966	1	9	5	10	10
4967	2	14	28	16	34
4968	4	2	5	13	10
4969	2	12	6	25	7
4970	2	26	24	27	43
4971	2	11	14	23	21
4972	2	16	6	16	6
4973	2	35	24	25	41
4974	2	4	28	8	33
4975	4	23	16	465	43
4976	2	24	24	24	50
4977	1	9	16	9	21
4978	2	18	28	17	58
4979	2	13	19	13	25
4980	2	30	24	34	44
4981	2	7	23	28	54
4982	4	9	6	171	14
4983	2	18	16	22	22
4984	2	23	22	28	44
4985	2	22	28	23	34
4986	2	18	24	18	45
4987	2	20	16	26	23
4988	4	14	6	3060	25
4989	2	26	6	351	13
4990	4	19	6	348	13
4991	2	7	5	8	5
4992	2	16	6	16	6
4993	2	3	6	6	10
4994	2	28	24	30	49
4995	4	27	296	230	600
4996	4	9	6	54	12
4997	2	20	24	23	49
4998	2	22	6	276	12
4999	1	22	20	20	26
5000	4	26	24	171	74
5001	4	7	5	28	11
5002	4	21	24	297	58
5003	2	20	19	26	25
5004	2	20	6	27	9
5005	2	10	6	9	6
5006	2	28	24	20	47
5007	2	20	24	15	34
5008	2	49	24	35	30
5009	2	3	28	6	33
5010	2	8	16	10	20
5011	2	26	296	20	327
5012	2	8	16	36	28
5013	2	6	24	21	56
5014	2	21	6	28	6
5015	2	6	20	8	41
5016	2	16	20	16	25
5017	2	8	6	16	6
5018	4	2	18	10	30
5019	2	9	16	18	22
5020	4	11	6	66	12
5021	2	14	5	14	6
5022	2	35	24	26	30
5023	2	9	26	12	47
5024	2	10	19	13	39
5025	2	6	6	7	6
5026	2	32	15	37	22
5027	2	21	6	22	11
5028	2	20	27	28	34
5029	4	57	24	861	59
5030	4	11	23	36	56
5031	2	16	28	136	40
5032	4	5	6	27	12
5033	4	13	24	105	58
5034	2	31	28	38	34
5035	2	17	24	18	30
5036	4	15	24	120	59
5037	4	9	6	163	15
5038	2	16	6	20	6
5039	4	16	16	231	45
5040	2	30	24	34	31
5041	4	44	296	628	602
5042	4	21	16	406	42
5043	2	27	28	31	35
5044	4	6	16	36	42
5045	2	23	24	23	29
5046	4	30	6	594	12
5047	2	34	24	39	29
5048	4	14	6	166	13
5049	4	17	16	276	59
5050	4	11	6	243	14
5051	2	14	6	17	6
5052	2	10	28	10	33
5053	1	20	6	21	10
5054	4	29	24	593	60
5055	8	4	6	321	29
5056	2	33	6	43	9
5057	2	12	6	13	9
5058	4	33	24	739	59
5059	2	8	16	17	23
5060	2	25	28	34	34
5061	4	30	24	558	58
5062	2	11	28	14	34
5063	2	30	24	34	47
5064	2	16	296	13	301
5065	4	13	24	105	58
5066	2	10	28	20	35
5067	2	21	20	28	40
5068	2	8	16	16	22
5069	2	40	24	27	44
5070	2	13	24	9	43
5071	2	36	24	40	45
5072	2	6	14	9	20
5073	2	27	28	31	56
5074	2	10	28	7	54
5075	2	25	23	18	33
5076	2	15	24	16	28
5077	2	20	6	210	12
5078	2	22	27	29	33
5079	2	17	20	23	41
5080	2	13	24	18	29
5081	2	50	24	36	28
5082	2	24	24	25	27
5083	2	16	20	13	25
5084	2	16	23	15	47
5085	1	24	6	25	6
5086	4	30	6	590	14
5087	2	3	20	7	25
5088	1	24	15	24	22
5089	2	18	16	17	22
5090	2	23	28	26	33
5091	2	10	23	10	45
5092	2	19	6	24	10
5093	4	28	24	491	58
5094	2	14	18	17	23
5095	2	13	23	13	48
5096	2	7	28	5	51
5097	2	28	24	33	28
5098	2	3	6	6	10
5099	4	41	24	435	56
5100	2	15	24	11	32
5101	2	28	296	22	316
5102	2	41	296	33	305
5103	4	35	22	325	52
5104	4	15	11	208	24
5105	2	40	24	28	31
5106	2	19	24	14	45
5107	2	30	24	21	28
5108	2	12	6	16	6
5109	2	12	24	13	32
5110	2	7	27	15	34
5111	2	32	20	42	26
5112	4	9	6	77	12
5113	2	17	24	12	41
5114	2	5	6	10	6
5115	2	29	24	33	40
5116	4	15	24	136	55
5117	2	16	295	12	327
5118	2	13	28	26	35
5119	2	7	6	14	10
5120	2	15	12	20	18
5121	8	18	6	11495	26
5122	4	17	6	595	14
5123	4	6	6	28	12
5124	2	30	24	33	31
5125	2	22	6	21	6
5126	2	55	24	39	32
5127	2	29	28	38	34
5128	2	21	24	21	30
5129	2	23	24	24	31
5130	2	25	28	31	35
5131	2	5	16	6	23
5132	2	25	24	24	45
5133	2	4	17	8	22
5134	2	12	16	16	22
5135	2	11	6	23	12
5136	2	23	20	29	26
5137	2	17	16	16	22
5138	2	3	5	6	6
5139	4	24	24	401	48
5140	2	19	24	12	43
5141	4	10	20	45	31
5142	2	22	24	25	49
5143	2	19	24	20	41
5144	2	48	28	34	56
5145	2	8	24	7	29
5146	2	29	16	35	23
5147	2	9	16	11	21
5148	2	54	28	39	57
5149	4	22	6	432	12
5150	2	15	28	19	48
5151	2	12	19	78	32
5152	2	19	19	24	25
5153	2	16	6	16	6
5154	2	33	24	22	28
5155	2	5	25	10	31
5156	2	27	18	35	24
5157	1	12	18	12	24
5158	2	51	24	37	48
5159	4	22	6	990	14
5160	2	9	16	12	21
5161	2	3	27	7	33
5162	4	11	24	78	55
5163	4	37	24	901	56
5164	8	17	6	14399	26
5165	2	14	6	13	11
5166	2	17	6	23	11
5167	2	10	23	9	43
5168	2	11	24	12	29
5169	2	31	23	36	47
5170	2	33	24	24	49
5171	4	23	16	496	42
5172	4	12	6	313	14
5173	2	11	28	13	33
5174	4	10	6	201	17
5175	2	18	24	19	30
5176	4	41	24	435	58
5177	2	24	24	25	43
5178	4	50	24	666	57
5179	4	12	6	289	19
5180	1	8	24	8	45
5181	1	16	6	16	11
5182	2	30	24	22	49
5183	2	17	20	22	41
5184	2	26	6	33	6
5185	2	3	25	7	30
5186	4	23	24	373	59
5187	8	17	6	14125	28
5188	2	16	27	20	49
5189	2	22	27	22	33
5190	1	14	16	14	22
5191	1	10	6	10	11
5192	1	7	24	7	44
5193	4	16	6	188	12
5194	2	26	24	27	49
5195	2	19	6	25	6
5196	8	36	22	-1	-1
5197	2	29	6	36	7
5198	8	33	24	-1	-1
5199	4	10	5	100	11
5200	2	21	24	23	31
5201	2	13	24	13	28
5202	2	22	6	21	10
5203	2	32	18	42	24
5204	2	20	28	15	53
5205	2	11	16	22	22
5206	1	26	15	26	21
5207	2	23	6	276	14
5208	2	9	25	9	30
5209	4	18	15	298	28
5210	2	15	20	21	25
5211	2	25	28	29	53
5212	2	31	24	34	43
5213	2	30	24	33	49
5214	2	9	19	12	39
5215	2	47	24	34	49
5216	2	9	20	7	24
5217	8	5	6	681	26
5218	2	18	16	23	21
5219	4	16	24	153	64
5220	2	9	6	19	10
5221	4	33	24	698	73
5222	4	28	24	462	57
5223	8	22	6	34658	28
5224	2	29	28	33	57
5225	4	56	24	820	58
5226	4	34	22	892	44
5227	2	24	16	24	21
5228	1	22	15	22	21
5229	2	2	28	5	33
5230	2	33	6	40	7
5231	2	5	19	6	37
5232	2	46	24	32	34
5233	2	18	6	22	6
5234	2	15	295	11	315
5235	2	17	27	21	53
5236	2	22	6	26	6
5237	2	8	19	11	39
5238	4	28	296	230	602
5239	2	26	24	26	34
5240	2	32	24	36	42
5241	2	12	16	16	21
5242	4	30	6	-1	-1
5243	2	14	5	11	5
5244	4	9	5	45	11
5245	2	28	19	36	25
5246	2	9	5	12	5
5247	2	7	17	9	22
5248	1	4	6	5	6
5249	4	11	18	105	57
5250	4	12	296	45	602
5251	2	19	5	25	10
5252	1	9	16	9	21
5253	2	39	296	30	300
5254	2	8	24	6	48
5255	4	17	24	78	59
5256	4	10	5	45	12
5257	2	30	28	34	34
5258	2	13	27	14	32
5259	1	5	6	6	7
5260	2	28	22	32	41
5261	2	6	25	12	31
5262	2	25	6	29	11
5263	2	39	24	28	30
5264	4	32	26	812	39
5265	2	18	6	24	9
5266	1	20	16	20	22
5267	2	46	24	32	28
5268	2	10	6	21	10
5269	2	3	26	6	32
5270	2	21	28	24	56
5271	4	25	6	430	13
5272	1	6	27	6	56
5273	2	33	27	41	33
5274	1	28	6	29	6
5275	4	52	24	703	59
5276	4	43	24	465	61
5277	2	29	24	21	29
5278	4	9	28	78	68
5279	2	18	20	22	39
5280	2	26	24	19	28
5281	4	49	296	817	603
5282	2	10	23	7	23
5283	4	26	24	378	57
5284	4	19	6	210	13
5285	2	11	19	15	24
5286	4	6	6	15	12
5287	2	45	24	33	43
5288	2	13	6	105	12
5289	2	50	28	35	56
5290	2	23	24	27	43
5291	2	16	20	13	26
5292	2	7	27	9	32
5293	2	23	24	27	24
5294	2	4	6	8	6
5295	2	31	24	32	48
5296	2	42	26	30	54
5297	2	43	24	31	45
5298	2	28	24	32	29
5299	1	10	24	10	31
5300	2	13	24	12	28
5301	4	9	27	163	40
5302	2	25	24	26	43
5303	2	16	15	15	21
5304	4	19	6	322	13
5305	4	19	24	171	61
5306	2	23	27	30	48
5307	4	18	16	276	42
5308	2	4	6	9	6
5309	2	12	6	24	7
5310	1	14	19	14	25
5311	4	8	16	66	38
5312	4	13	6	152	12
5313	2	8	23	5	43
5314	2	23	28	32	34
5315	2	8	19	16	25
5316	1	29	6	30	7
5317	2	17	16	23	36
5318	2	6	6	12	12
5319	2	11	6	15	6
5320	4	7	6	99	13
5321	2	4	25	5	31
5322	2	11	24	10	29
5323	2	18	24	19	40
5324	2	28	22	31	36
5325	2	5	6	10	7
5326	2	9	16	18	22
5327	2	2	5	5	6
5328	2	19	27	19	33
5329	8	9	5	126	20
5330	2	27	6	33	6
5331	2	12	20	78	31
5332	2	30	24	34	28
5333	2	23	6	25	8
5334	2	14	6	18	6
5335	2	15	27	12	33
5336	2	19	20	25	41
5337	2	6	16	13	22
5338	4	8	6	129	13
5339	2	25	24	29	40
5340	2	30	26	34	55
5341	2	11	27	22	33
5342	2	6	6	12	8
5343	4	8	296	21	602
5344	4	23	16	496	43
5345	4	6	16	36	42
5346	2	35	28	25	57
5347	2	22	28	25	33
5348	2	43	296	34	306
5349	2	8	6	36	13
5350	2	16	28	18	55
5351	2	10	24	10	29
5352	2	12	6	15	11
5353	2	52	24	37	29
5354	2	12	6	13	10
5355	8	12	6	14305	29
5356	4	8	15	66	40
5357	1	14	20	14	25
5358	2	27	24	19	42
5359	2	10	6	55	11
5360	2	34	296	27	320
5361	2	8	26	10	32
5362	2	15	24	19	43
5363	4	6	5	28	11
5364	1	14	27	14	33
5365	2	22	6	30	6
5366	2	10	18	21	24
5367	2	21	27	22	55
5368	2	7	28	8	33
